edad,ingresos_mensuales,gastos_fijos_mensuales,monto_prestamo,plazo_meses,historial_crediticio_score,deudas_actuales,ratio_deuda_ingreso,antiguedad_empleo_meses,numero_consultas_crediticias,dependientes,patrimonio_neto,tasa_interes_ofrecida,monto_ahorros,cuota_mensual_estimada,relacion_cuota_ingreso,nivel_educacion,situacion_laboral,tipo_vivienda,finalidad_prestamo,provincia,estado_civil,tipo_contrato,aprobado
35.0,2082.0,903.0,45276,60,466.0,4885.0,0.3442,19.0,0,1,-80000.0,22.4,24406.0,1261.0,0.6057,Postgrado,Autonomo,Hipotecada,Consolidacion,Madrid,Soltero,Indefinido,0
49.0,1770.0,415.0,147302,60,696.0,10902.0,0.646,11.0,2,1,-80000.0,14.3,8531.0,3450.0,1.9492,Secundaria,Fijo,Propia,Consolidacion,Barcelona,Casado,Indefinido,0
49.0,4307.0,1539.0,346421,60,506.0,9614.0,0.2787,17.0,3,0,-80000.0,13.4,1272.0,7953.0,1.8465,Tecnico,Desempleado,Propia,Personal,Barcelona,Casado,Indefinido,0
52.0,2923.0,729.0,282625,60,695.0,1230.0,0.0996,19.0,6,2,-31841.0,11.6,3950.0,6230.0,2.1314,Universitario,Temporal,Hipotecada,Consolidacion,Barcelona,Divorciado,Indefinido,1
56.0,4906.0,2540.0,389724,24,701.0,3132.0,0.1812,94.0,1,2,-80000.0,15.4,101573.0,18971.0,3.0,Secundaria,Fijo,Familiar,Hipoteca,Madrid,Soltero,Indefinido,1
63.0,1731.0,935.0,126694,36,732.0,1357.0,0.1569,8.0,6,1,-80000.0,10.1,1619.0,4094.0,2.3651,Secundaria,Desempleado,Propia,Consolidacion,Valencia,Divorciado,Temporal,1
69.0,1025.0,916.0,135040,24,683.0,4329.0,0.4872,55.0,2,3,-80000.0,23.4,9767.0,7099.0,3.0,Postgrado,Autonomo,Propia,Hipoteca,Valencia,Soltero,Indefinido,1
46.0,2165.0,1104.0,268147,84,514.0,8901.0,0.3971,19.0,0,1,-80000.0,11.6,9566.0,4676.0,2.1598,Universitario,Fijo,Alquilada,Automovil,Bilbao,Viudo,Indefinido,1
66.0,1882.0,842.0,171197,120,638.0,24261.0,1.2022,40.0,3,0,-18516.0,12.1,28053.0,2466.0,1.3103,Tecnico,Temporal,Alquilada,Negocio,Valencia,Soltero,Temporal,0
46.0,2843.0,821.0,103399,84,668.0,36132.0,1.0597,20.0,1,1,153620.0,14.5,1250.0,1966.0,0.6915,Primaria,Desempleado,Propia,Personal,Bilbao,Casado,Indefinido,0
70.0,2034.0,350.0,194969,240,698.0,8244.0,0.3655,69.0,0,0,61589.0,9.1,8761.0,1767.0,0.8687,Primaria,Fijo,Hipotecada,Consolidacion,Sevilla,Soltero,Indefinido,1
61.0,4650.0,1935.0,360523,36,701.0,11078.0,0.3166,62.0,3,4,-56742.0,22.2,810.0,13806.0,2.969,Secundaria,Fijo,Familiar,Hipoteca,Sevilla,Divorciado,Indefinido,1
74.0,2508.0,807.0,192285,180,612.0,7178.0,0.355,19.0,0,3,-80000.0,21.5,30832.0,3592.0,1.4322,Secundaria,Temporal,Familiar,Automovil,Madrid,Viudo,Temporal,1
33.0,3263.0,1783.0,159235,36,640.0,3267.0,0.1508,52.0,2,0,71103.0,22.0,5488.0,6081.0,1.8636,Universitario,Fijo,Alquilada,Negocio,Sevilla,Casado,Indefinido,1
73.0,3277.0,567.0,130185,12,641.0,4964.0,0.1523,9.0,3,2,207557.0,17.4,18440.0,11898.0,3.0,Universitario,Temporal,Alquilada,Negocio,Bilbao,Soltero,Indefinido,1
61.0,3351.0,689.0,245810,12,536.0,71694.0,1.7906,151.0,2,1,-76413.0,11.6,18330.0,21794.0,3.0,Postgrado,Autonomo,Hipotecada,Personal,Sevilla,Casado,Indefinido,1
64.0,2938.0,2062.0,130830,60,563.0,4161.0,0.1675,181.0,2,1,138009.0,17.8,914.0,3308.0,1.1259,Tecnico,Autonomo,Propia,Consolidacion,Barcelona,Soltero,Indefinido,1
74.0,4050.0,2446.0,218618,120,644.0,20289.0,0.5131,198.0,2,1,-2661.0,12.4,7999.0,3187.0,0.7869,Postgrado,Temporal,Hipotecada,Personal,Sevilla,Casado,Sin contrato,0
27.0,1849.0,667.0,151145,180,575.0,22049.0,1.0526,72.0,1,1,150980.0,15.8,4593.0,2199.0,1.1893,Secundaria,Autonomo,Familiar,Hipoteca,Sevilla,Soltero,Indefinido,1
47.0,6903.0,3339.0,263429,60,518.0,1741.0,0.1502,39.0,3,6,70872.0,17.6,16996.0,6632.0,0.9607,Postgrado,Desempleado,Propia,Hipoteca,Madrid,Casado,Sin contrato,0
42.0,2587.0,716.0,173340,12,513.0,22436.0,0.7393,169.0,4,0,77530.0,20.0,12457.0,16057.0,3.0,Universitario,Autonomo,Otro,Hipoteca,Valencia,Soltero,Indefinido,0
56.0,1357.0,831.0,147845,12,713.0,2670.0,0.1974,3.0,1,2,-80000.0,26.8,9376.0,14181.0,3.0,Primaria,Fijo,Propia,Personal,Barcelona,Divorciado,Sin contrato,1
37.0,3337.0,1941.0,229119,240,682.0,7266.0,0.2915,39.0,2,0,99105.0,9.9,13121.0,2196.0,0.6581,Postgrado,Autonomo,Familiar,Hipoteca,Madrid,Soltero,Practicas,0
22.0,1789.0,387.0,339168,24,663.0,15711.0,0.8318,103.0,1,2,48061.0,13.0,470.0,16125.0,3.0,Primaria,Fijo,Otro,Personal,Madrid,Casado,Indefinido,0
18.0,4444.0,1485.0,100269,120,621.0,10682.0,0.268,36.0,2,1,47050.0,27.2,34147.0,2438.0,0.5486,Universitario,Fijo,Familiar,Educacion,Madrid,Casado,Indefinido,1
47.0,11223.0,1914.0,768087,12,598.0,27026.0,0.34,106.0,2,1,130218.0,20.4,61555.0,71298.0,3.0,Universitario,Autonomo,Otro,Automovil,Valencia,Divorciado,Sin contrato,1
66.0,1859.0,315.0,200604,36,469.0,71716.0,2.5,205.0,2,1,-49858.0,8.9,21697.0,6370.0,3.0,Universitario,Temporal,Propia,Hipoteca,Madrid,Viudo,Sin contrato,0
20.0,3639.0,795.0,298077,24,703.0,4429.0,0.1157,17.0,2,2,117891.0,23.1,31975.0,15626.0,3.0,Universitario,Fijo,Alquilada,Automovil,Bilbao,Soltero,Sin contrato,1
62.0,1040.0,715.0,104772,36,613.0,760.0,0.0648,12.0,3,2,120493.0,9.1,13887.0,3337.0,3.0,Postgrado,Desempleado,Alquilada,Consolidacion,Sevilla,Casado,Sin contrato,0
31.0,3914.0,1215.0,205212,48,706.0,3198.0,0.16,177.0,4,2,20371.0,9.6,41970.0,5165.0,1.3196,Universitario,Temporal,Propia,Hipoteca,Barcelona,Casado,Temporal,1
73.0,1752.0,656.0,49563,24,566.0,23198.0,1.1207,15.0,1,3,17515.0,14.1,10927.0,2382.0,1.3596,Tecnico,Autonomo,Alquilada,Automovil,Madrid,Viudo,Temporal,0
47.0,2049.0,1085.0,172361,360,798.0,7711.0,0.4405,59.0,1,1,30743.0,11.7,9035.0,1733.0,0.8458,Tecnico,Fijo,Alquilada,Personal,Sevilla,Soltero,Temporal,1
67.0,1540.0,638.0,34148,12,667.0,15658.0,0.9307,35.0,6,1,6769.0,16.9,5960.0,3113.0,2.0214,Primaria,Temporal,Hipotecada,Automovil,Barcelona,Casado,Sin contrato,0
21.0,4625.0,2223.0,407568,120,639.0,5560.0,0.126,27.0,0,1,-73263.0,16.6,7632.0,6980.0,1.5092,Secundaria,Desempleado,Propia,Automovil,Sevilla,Casado,Temporal,0
35.0,5456.0,1192.0,277859,60,558.0,3926.0,0.1597,8.0,2,0,-80000.0,23.8,5338.0,7961.0,1.4591,Primaria,Fijo,Otro,Consolidacion,Valencia,Soltero,Temporal,0
54.0,3023.0,1427.0,129878,24,665.0,3436.0,0.201,51.0,2,1,-75199.0,18.6,580.0,6522.0,2.1575,Secundaria,Temporal,Familiar,Negocio,Barcelona,Casado,Temporal,1
42.0,1775.0,395.0,66224,24,705.0,6896.0,0.4644,22.0,4,2,257405.0,8.7,3047.0,3016.0,1.6992,Secundaria,Fijo,Hipotecada,Hipoteca,Madrid,Casado,Temporal,1
65.0,7737.0,3607.0,429373,60,448.0,1765.0,0.0421,36.0,2,1,-10819.0,14.1,9144.0,10013.0,1.2942,Secundaria,Fijo,Hipotecada,Personal,Bilbao,Soltero,Indefinido,1
18.0,1900.0,576.0,198217,36,638.0,856.0,0.0782,63.0,2,0,-7169.0,16.6,8726.0,7028.0,3.0,Secundaria,Fijo,Propia,Hipoteca,Valencia,Casado,Sin contrato,1
70.0,815.0,478.0,51717,60,639.0,38402.0,2.5,267.0,1,1,39346.0,6.8,17047.0,1019.0,1.2503,Secundaria,Autonomo,Hipotecada,Personal,Barcelona,Casado,Indefinido,0
63.0,3925.0,1609.0,276462,60,691.0,1830.0,0.1466,26.0,2,0,195265.0,15.5,567.0,6650.0,1.6943,Secundaria,Fijo,Familiar,Hipoteca,Valencia,Casado,Indefinido,1
32.0,1536.0,789.0,179839,60,499.0,1188.0,0.2113,30.0,1,0,-31480.0,24.3,13300.0,5205.0,3.0,Primaria,Temporal,Otro,Negocio,Sevilla,Casado,Indefinido,0
26.0,5395.0,1474.0,254683,60,722.0,7213.0,0.1411,29.0,2,0,54677.0,19.3,19915.0,6649.0,1.2324,Universitario,Desempleado,Alquilada,Negocio,Madrid,Casado,Sin contrato,1
32.0,2372.0,774.0,96119,12,716.0,5972.0,0.3444,36.0,4,0,-80000.0,12.3,3332.0,8554.0,3.0,Postgrado,Temporal,Hipotecada,Negocio,Madrid,Casado,Temporal,1
66.0,4282.0,2122.0,367361,120,720.0,4255.0,0.2006,46.0,3,2,-80000.0,18.1,38030.0,6643.0,1.5514,Postgrado,Fijo,Alquilada,Hipoteca,Valencia,Casado,Temporal,1
74.0,6911.0,1150.0,50356,36,590.0,51648.0,0.6458,2.0,2,2,-3520.0,15.1,7861.0,1748.0,0.2529,Primaria,Autonomo,Familiar,Negocio,Bilbao,Soltero,Sin contrato,0
41.0,1443.0,614.0,108007,24,751.0,2458.0,0.2416,111.0,2,1,17050.0,20.8,5450.0,5539.0,3.0,Secundaria,Fijo,Hipotecada,Personal,Valencia,Soltero,Temporal,1
21.0,2123.0,976.0,137571,24,577.0,7653.0,0.3187,53.0,2,3,47281.0,14.1,9019.0,6612.0,3.0,Tecnico,Temporal,Hipotecada,Personal,Madrid,Casado,Temporal,0
29.0,2849.0,1670.0,204567,36,460.0,18858.0,0.609,33.0,1,1,71367.0,12.4,23289.0,6834.0,2.3987,Postgrado,Fijo,Propia,Hipoteca,Barcelona,Soltero,Sin contrato,0
75.0,7499.0,2440.0,391677,60,678.0,13274.0,0.2624,0.0,3,5,143255.0,23.3,10380.0,11109.0,1.4814,Universitario,Jubilado,Propia,Hipoteca,Barcelona,Divorciado,Temporal,1
54.0,2008.0,1212.0,33745,60,644.0,1676.0,0.2101,21.0,0,2,-38809.0,18.9,3043.0,874.0,0.4353,Secundaria,Jubilado,Alquilada,Consolidacion,Barcelona,Soltero,Indefinido,1
54.0,2087.0,780.0,212074,24,760.0,32456.0,1.404,21.0,3,2,38838.0,9.6,20660.0,9747.0,3.0,Postgrado,Fijo,Alquilada,Hipoteca,Barcelona,Soltero,Indefinido,1
60.0,3971.0,759.0,60865,12,557.0,13011.0,0.3071,71.0,1,6,-22018.0,25.8,12642.0,5809.0,1.4629,Postgrado,Fijo,Propia,Personal,Valencia,Casado,Temporal,0
23.0,2108.0,1000.0,113103,12,619.0,2638.0,0.2218,10.0,4,2,171440.0,10.4,23775.0,9965.0,3.0,Secundaria,Desempleado,Hipotecada,Hipoteca,Madrid,Divorciado,Indefinido,1
56.0,3267.0,2120.0,152131,48,611.0,29485.0,0.8388,6.0,1,1,-38137.0,24.1,20494.0,4968.0,1.5207,Secundaria,Desempleado,Propia,Personal,Valencia,Casado,Temporal,0
73.0,1175.0,870.0,182524,120,722.0,8508.0,0.669,80.0,3,1,256420.0,8.1,49727.0,2224.0,1.8928,Universitario,Fijo,Alquilada,Consolidacion,Bilbao,Soltero,Sin contrato,0
63.0,11255.0,1944.0,490275,60,552.0,3483.0,0.0584,39.0,0,2,60523.0,12.8,19257.0,11105.0,0.9867,Universitario,Temporal,Alquilada,Automovil,Barcelona,Divorciado,Sin contrato,1
41.0,1328.0,578.0,118105,120,765.0,36907.0,2.4265,87.0,5,0,86247.0,19.1,1197.0,2212.0,1.6657,Sin estudios,Fijo,Alquilada,Personal,Barcelona,Soltero,Sin contrato,0
28.0,2458.0,912.0,130324,36,584.0,2680.0,0.1556,14.0,3,0,-80000.0,19.9,78141.0,4837.0,1.9679,Postgrado,Fijo,Propia,Consolidacion,Bilbao,Casado,Sin contrato,0
30.0,2923.0,566.0,112624,24,610.0,52183.0,1.5302,10.0,3,3,56613.0,9.7,9857.0,5181.0,1.7725,Postgrado,Temporal,Propia,Educacion,Valencia,Soltero,Temporal,0
51.0,9392.0,4018.0,654280,120,654.0,1274.0,0.033,4.0,2,2,26237.0,12.7,9756.0,9654.0,1.0279,Postgrado,Temporal,Propia,Hipoteca,Valencia,Casado,Indefinido,1
42.0,1346.0,374.0,92299,84,559.0,4030.0,0.344,31.0,3,1,-80000.0,14.4,24935.0,1750.0,1.3001,Universitario,Temporal,Hipotecada,Personal,Madrid,Soltero,Indefinido,0
24.0,9801.0,3031.0,574080,60,685.0,4020.0,0.1242,42.0,0,1,-80000.0,10.6,4359.0,12368.0,1.2619,Universitario,Autonomo,Familiar,Consolidacion,Barcelona,Soltero,Sin contrato,1
69.0,4695.0,1214.0,119382,180,674.0,17872.0,0.4638,37.0,2,0,-80000.0,15.9,28004.0,1745.0,0.3717,Secundaria,Temporal,Hipotecada,Automovil,Barcelona,Casado,Indefinido,1
21.0,3829.0,1137.0,348093,84,594.0,27424.0,0.7042,84.0,1,5,39301.0,15.7,15935.0,6855.0,1.7903,Primaria,Autonomo,Hipotecada,Automovil,Madrid,Casado,Indefinido,0
25.0,1651.0,689.0,38232,60,676.0,100127.0,2.5,61.0,2,1,-47037.0,13.1,1313.0,872.0,0.5282,Primaria,Desempleado,Propia,Hipoteca,Bilbao,Soltero,Indefinido,1
37.0,4199.0,1318.0,287568,60,678.0,4966.0,0.1506,25.0,1,2,191270.0,28.4,62705.0,9023.0,2.1488,Secundaria,Jubilado,Familiar,Negocio,Sevilla,Casado,Indefinido,1
46.0,1931.0,879.0,172067,60,701.0,35341.0,1.6323,41.0,1,1,29998.0,17.5,29483.0,4323.0,2.2387,Universitario,Temporal,Propia,Educacion,Madrid,Divorciado,Sin contrato,1
71.0,6374.0,1813.0,91944,60,749.0,9101.0,0.1668,18.0,2,2,123177.0,11.4,20297.0,2017.0,0.3164,Universitario,Fijo,Otro,Personal,Barcelona,Casado,Indefinido,1
70.0,1665.0,681.0,58698,36,688.0,5998.0,0.3407,52.0,2,4,-4878.0,25.7,19431.0,2356.0,1.415,Universitario,Fijo,Alquilada,Automovil,Madrid,Viudo,Temporal,0
68.0,2785.0,1506.0,105789,360,694.0,1575.0,0.1679,7.0,0,2,11928.0,14.1,21510.0,1262.0,0.4531,Universitario,Desempleado,Alquilada,Personal,Barcelona,Casado,Indefinido,1
62.0,2136.0,908.0,211716,360,551.0,16830.0,0.6992,4.0,1,0,225941.0,15.3,1386.0,2728.0,1.2772,Sin estudios,Temporal,Familiar,Automovil,Barcelona,Soltero,Temporal,0
63.0,1648.0,703.0,137577,24,512.0,27324.0,1.4033,76.0,1,1,150911.0,15.7,7037.0,6716.0,3.0,Postgrado,Desempleado,Propia,Hipoteca,Madrid,Viudo,Sin contrato,0
27.0,4651.0,2052.0,414599,60,600.0,15660.0,0.308,73.0,2,4,3007.0,11.9,78601.0,9202.0,1.9785,Universitario,Temporal,Otro,Automovil,Sevilla,Soltero,Indefinido,1
60.0,4110.0,1678.0,189649,120,679.0,4731.0,0.178,53.0,2,3,285238.0,7.6,17197.0,2261.0,0.5501,Secundaria,Desempleado,Familiar,Personal,Madrid,Soltero,Indefinido,0
51.0,6157.0,1923.0,657009,12,687.0,5407.0,0.1933,21.0,3,1,-80000.0,13.5,12242.0,58836.0,3.0,Postgrado,Fijo,Otro,Consolidacion,Sevilla,Casado,Indefinido,1
74.0,1025.0,440.0,49634,24,423.0,6946.0,0.5994,11.0,2,3,-80000.0,18.2,3843.0,2483.0,2.4224,Secundaria,Fijo,Propia,Hipoteca,Madrid,Soltero,Indefinido,0
43.0,5645.0,938.0,486722,60,662.0,6769.0,0.19,36.0,1,0,-32309.0,14.7,17201.0,11503.0,2.0377,Universitario,Temporal,Alquilada,Automovil,Bilbao,Casado,Temporal,1
58.0,13403.0,4033.0,508938,12,751.0,128972.0,0.8067,7.0,1,3,142981.0,12.8,31879.0,45409.0,3.0,Secundaria,Fijo,Alquilada,Automovil,Madrid,Viudo,Practicas,1
66.0,2273.0,1140.0,122601,180,850.0,1288.0,0.1149,62.0,2,3,23192.0,15.9,21209.0,1792.0,0.7884,Postgrado,Fijo,Alquilada,Consolidacion,Barcelona,Viudo,Indefinido,1
75.0,9294.0,1535.0,338240,180,780.0,3296.0,0.0476,45.0,3,1,-35956.0,16.4,26570.0,5062.0,0.5447,Universitario,Desempleado,Alquilada,Consolidacion,Madrid,Soltero,Indefinido,1
20.0,2546.0,1491.0,77770,120,603.0,10268.0,0.4834,34.0,2,0,-80000.0,22.8,411.0,1650.0,0.6481,Secundaria,Autonomo,Alquilada,Automovil,Bilbao,Divorciado,Practicas,0
73.0,1308.0,871.0,39454,180,598.0,8984.0,0.636,2.0,1,1,161562.0,12.0,4633.0,474.0,0.3624,Secundaria,Fijo,Propia,Automovil,Barcelona,Soltero,Indefinido,0
23.0,2482.0,1357.0,125523,84,694.0,21810.0,0.7594,72.0,2,2,85323.0,10.6,44168.0,2123.0,0.8554,Tecnico,Temporal,Hipotecada,Personal,Bilbao,Viudo,Indefinido,1
22.0,5591.0,1347.0,124856,24,723.0,16256.0,0.3561,126.0,1,1,-75220.0,16.2,27626.0,6125.0,1.0955,Secundaria,Desempleado,Alquilada,Educacion,Valencia,Soltero,Sin contrato,0
22.0,1803.0,995.0,119004,12,751.0,49175.0,2.303,71.0,1,2,-56990.0,20.2,418.0,11035.0,3.0,Universitario,Fijo,Hipotecada,Consolidacion,Madrid,Viudo,Indefinido,0
71.0,2079.0,984.0,78451,180,704.0,10008.0,0.4034,47.0,3,3,5540.0,16.1,2937.0,1158.0,0.557,Universitario,Fijo,Propia,Negocio,Madrid,Divorciado,Indefinido,1
64.0,4256.0,1823.0,195347,84,540.0,5191.0,0.1589,82.0,2,1,-64289.0,10.5,6419.0,3294.0,0.774,Secundaria,Desempleado,Alquilada,Consolidacion,Bilbao,Casado,Indefinido,0
40.0,2986.0,753.0,283768,48,525.0,2146.0,0.1524,80.0,2,0,-40663.0,25.1,26513.0,9425.0,3.0,Secundaria,Autonomo,Propia,Automovil,Madrid,Soltero,Temporal,1
66.0,4233.0,1674.0,210816,120,781.0,12126.0,0.2825,81.0,3,2,109477.0,11.8,853.0,3000.0,0.7087,Universitario,Fijo,Familiar,Negocio,Madrid,Casado,Indefinido,1
26.0,3438.0,1739.0,70983,12,635.0,17873.0,0.4971,15.0,2,2,3060.0,17.2,16600.0,6481.0,1.8851,Universitario,Desempleado,Hipotecada,Educacion,Barcelona,Soltero,Temporal,0
52.0,3975.0,1593.0,203858,36,563.0,13943.0,0.3363,8.0,2,2,148892.0,16.1,4165.0,7177.0,1.8055,Secundaria,Fijo,Hipotecada,Automovil,Bilbao,Divorciado,Temporal,1
37.0,2300.0,978.0,200943,48,548.0,6988.0,0.3859,8.0,1,0,-80000.0,13.8,23365.0,5471.0,2.3787,Secundaria,Temporal,Propia,Educacion,Barcelona,Casado,Sin contrato,0
75.0,3426.0,1135.0,119832,24,601.0,2824.0,0.1055,5.0,1,0,217932.0,19.4,7339.0,6064.0,1.77,Secundaria,Fijo,Propia,Negocio,Bilbao,Divorciado,Temporal,1
66.0,1709.0,776.0,69866,120,793.0,6231.0,0.3228,128.0,1,4,62529.0,17.1,2861.0,1219.0,0.7133,Secundaria,Desempleado,Propia,Hipoteca,Madrid,Soltero,Temporal,1
59.0,6458.0,1744.0,540385,120,628.0,22016.0,0.34,42.0,0,2,8043.0,14.0,6458.0,8390.0,1.2992,Secundaria,Desempleado,Alquilada,Automovil,Barcelona,Divorciado,Temporal,0
52.0,2037.0,1162.0,118202,60,715.0,1256.0,0.1002,12.0,0,3,-80000.0,16.9,57316.0,2931.0,1.4389,Tecnico,Fijo,Alquilada,Personal,Madrid,Soltero,Sin contrato,0
67.0,5868.0,1736.0,296031,48,681.0,6286.0,0.1778,33.0,2,3,105531.0,12.4,19873.0,7854.0,1.3384,Secundaria,Desempleado,Propia,Automovil,Bilbao,Casado,Indefinido,1
35.0,2591.0,619.0,38540,60,645.0,6503.0,0.32,5.0,2,1,-288.0,24.0,55949.0,1109.0,0.428,Secundaria,Autonomo,Familiar,Automovil,Madrid,Divorciado,Temporal,1
34.0,3365.0,1068.0,165347,240,472.0,3873.0,0.2224,12.0,2,3,192762.0,7.3,1429.0,1312.0,0.3899,Secundaria,Autonomo,Propia,Automovil,Valencia,Casado,Indefinido,1
41.0,2215.0,1407.0,87073,48,725.0,3165.0,0.2159,83.0,1,2,239326.0,13.2,3217.0,2345.0,1.0587,Tecnico,Autonomo,Propia,Personal,Madrid,Soltero,Practicas,0
20.0,1620.0,1101.0,82814,48,583.0,14751.0,0.9074,53.0,5,1,37828.0,10.6,5756.0,2124.0,1.3111,Universitario,Fijo,Alquilada,Automovil,Valencia,Casado,Practicas,0
49.0,1046.0,347.0,101421,60,501.0,7395.0,0.6786,10.0,5,1,199119.0,10.5,12596.0,2180.0,2.0841,Tecnico,Temporal,Alquilada,Automovil,Valencia,Divorciado,Sin contrato,0
52.0,1583.0,832.0,132389,84,484.0,3178.0,0.1697,53.0,3,2,37412.0,13.2,28504.0,2423.0,1.5306,Secundaria,Fijo,Propia,Personal,Madrid,Soltero,Indefinido,0
55.0,2454.0,818.0,127879,60,703.0,4580.0,0.179,47.0,0,0,77820.0,26.1,34859.0,3836.0,1.5632,Postgrado,Temporal,Hipotecada,Hipoteca,Bilbao,Soltero,Sin contrato,1
30.0,3385.0,785.0,127712,180,723.0,1209.0,0.0829,65.0,2,0,226566.0,12.2,9171.0,1549.0,0.4576,Universitario,Jubilado,Familiar,Automovil,Madrid,Divorciado,Temporal,1
73.0,5466.0,1133.0,195370,48,444.0,17735.0,0.3194,176.0,2,2,260186.0,18.6,1000.0,5800.0,1.0611,Tecnico,Autonomo,Propia,Personal,Barcelona,Soltero,Temporal,0
64.0,2281.0,612.0,135360,84,603.0,3015.0,0.1558,10.0,3,2,81437.0,7.5,2076.0,2076.0,0.9101,Universitario,Fijo,Familiar,Personal,Madrid,Casado,Sin contrato,1
42.0,1756.0,737.0,162382,84,683.0,39102.0,1.9545,135.0,3,0,141079.0,12.3,8822.0,2893.0,1.6475,Universitario,Autonomo,Propia,Consolidacion,Madrid,Casado,Temporal,0
26.0,1254.0,534.0,35310,36,664.0,1181.0,0.1212,19.0,1,1,289819.0,11.0,8026.0,1156.0,0.9219,Primaria,Desempleado,Alquilada,Personal,Barcelona,Soltero,Indefinido,0
21.0,3976.0,1569.0,274857,12,604.0,14175.0,0.3479,24.0,2,3,-34094.0,17.0,1639.0,25068.0,3.0,Postgrado,Temporal,Familiar,Educacion,Bilbao,Divorciado,Indefinido,1
31.0,6836.0,2860.0,611475,180,642.0,27059.0,0.4665,38.0,1,0,16256.0,14.1,19121.0,8184.0,1.1972,Universitario,Temporal,Familiar,Automovil,Madrid,Divorciado,Indefinido,0
54.0,6373.0,2922.0,285884,60,735.0,35812.0,0.6097,88.0,4,4,259259.0,9.1,19024.0,5948.0,0.9333,Postgrado,Temporal,Familiar,Consolidacion,Sevilla,Viudo,Indefinido,0
51.0,4564.0,2106.0,331712,24,689.0,3910.0,0.0718,75.0,4,1,155731.0,24.0,13143.0,17538.0,3.0,Tecnico,Autonomo,Familiar,Automovil,Madrid,Casado,Temporal,1
28.0,4373.0,1357.0,281802,360,708.0,24265.0,0.5333,39.0,1,0,-31046.0,11.8,652.0,2855.0,0.6529,Tecnico,Temporal,Alquilada,Negocio,Madrid,Casado,Sin contrato,1
58.0,8255.0,3571.0,316626,36,611.0,11393.0,0.1743,101.0,3,1,136589.0,17.7,4308.0,11399.0,1.3809,Universitario,Fijo,Propia,Hipoteca,Sevilla,Divorciado,Temporal,1
73.0,3638.0,1554.0,68428,60,535.0,22002.0,0.5777,57.0,4,1,125879.0,17.9,53216.0,1734.0,0.4766,Secundaria,Fijo,Alquilada,Negocio,Sevilla,Soltero,Sin contrato,0
20.0,4393.0,2342.0,125259,60,672.0,21424.0,0.5501,169.0,3,2,-74880.0,25.1,12302.0,3684.0,0.8386,Secundaria,Temporal,Alquilada,Automovil,Madrid,Soltero,Temporal,0
45.0,2459.0,1486.0,40504,48,722.0,3282.0,0.2189,37.0,1,3,123446.0,9.3,4404.0,1014.0,0.4124,Secundaria,Fijo,Familiar,Consolidacion,Madrid,Casado,Sin contrato,0
46.0,1317.0,363.0,145531,24,589.0,20954.0,1.4694,84.0,3,1,243709.0,18.7,6650.0,7315.0,3.0,Tecnico,Desempleado,Alquilada,Negocio,Sevilla,Soltero,Sin contrato,0
26.0,1978.0,934.0,128331,84,671.0,2296.0,0.1493,4.0,2,0,189529.0,14.9,486.0,2469.0,1.2482,Secundaria,Jubilado,Alquilada,Hipoteca,Sevilla,Soltero,Sin contrato,0
20.0,2965.0,2406.0,308136,36,650.0,28261.0,0.8168,23.0,2,2,-80000.0,15.0,10857.0,10682.0,3.0,Secundaria,Jubilado,Alquilada,Educacion,Sevilla,Divorciado,Indefinido,1
42.0,3092.0,1213.0,140984,84,500.0,21121.0,0.6677,149.0,3,0,53365.0,7.7,18064.0,2176.0,0.7038,Sin estudios,Desempleado,Hipotecada,Personal,Barcelona,Casado,Temporal,0
51.0,9469.0,3704.0,765730,120,636.0,23599.0,0.292,44.0,8,3,-80000.0,21.9,2006.0,15775.0,1.666,Universitario,Fijo,Hipotecada,Automovil,Madrid,Casado,Sin contrato,1
29.0,3130.0,653.0,111433,12,666.0,6383.0,0.2977,181.0,2,2,1853.0,9.3,12558.0,9760.0,3.0,Tecnico,Fijo,Propia,Negocio,Sevilla,Casado,Temporal,1
59.0,6047.0,3249.0,109809,120,608.0,8911.0,0.254,0.0,0,3,-68313.0,24.5,5415.0,2459.0,0.4066,Tecnico,Autonomo,Familiar,Personal,Barcelona,Divorciado,Sin contrato,0
26.0,2296.0,967.0,129316,84,748.0,3703.0,0.1943,38.0,2,5,28124.0,13.4,10581.0,2381.0,1.037,Secundaria,Autonomo,Familiar,Hipoteca,Madrid,Soltero,Sin contrato,1
32.0,2473.0,809.0,242780,36,538.0,76057.0,2.5,78.0,1,1,116381.0,15.8,39674.0,8511.0,3.0,Tecnico,Desempleado,Propia,Hipoteca,Madrid,Casado,Indefinido,1
57.0,1343.0,299.0,96607,60,844.0,28176.0,1.7964,24.0,3,1,186002.0,6.2,13562.0,1877.0,1.3976,Universitario,Temporal,Propia,Negocio,Madrid,Casado,Sin contrato,0
42.0,1910.0,893.0,142785,48,650.0,3087.0,0.1654,37.0,1,5,128340.0,20.2,35852.0,4360.0,2.2827,Primaria,Jubilado,Hipotecada,Hipoteca,Sevilla,Soltero,Indefinido,1
22.0,4090.0,1060.0,193692,24,633.0,6224.0,0.1961,11.0,1,8,157528.0,16.1,12023.0,9493.0,2.321,Secundaria,Fijo,Familiar,Automovil,Sevilla,Casado,Temporal,0
